State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
"Himachal Pradesh",2021,May,"Week 1",10914871,781017,599953,11497
"Himachal Pradesh",2021,May,"Week 2",11650126,986420,718597,13961
"Himachal Pradesh",2021,May,"Week 3",12344954,1166746,901338,17103
"Himachal Pradesh",2021,May,"Week 4",12978354,1278232,1095141,20064
"Himachal Pradesh",2021,May,"Week 5",5735388,568399,513477,9308
"Himachal Pradesh",2021,October,"Week 1",24463380,1537294,1501076,25686
"Himachal Pradesh",2021,October,"Week 2",24789960,1544579,1509195,25829
"Himachal Pradesh",2021,October,"Week 3",25075218,1551450,1515951,25954
"Himachal Pradesh",2021,October,"Week 4",25433374,1560510,1522358,26051
"Himachal Pradesh",2021,October,"Week 5",11038264,672003,654772,11207
"Himachal Pradesh",2021,September,"Week 1",22645780,1500551,1463157,25154
"Himachal Pradesh",2021,September,"Week 2",23071940,1509022,1472270,25320
"Himachal Pradesh",2021,September,"Week 3",23522614,1517634,1480786,25433
"Himachal Pradesh",2021,September,"Week 4",23981556,1527123,1489138,25547
"Himachal Pradesh",2021,September,"Week 5",6932089,437959,427120,7319
"Jammu and Kashmir",2020,April,"Week 1",0,639,23,15
"Jammu and Kashmir",2020,April,"Week 2",18451,1566,76,27
"Jammu and Kashmir",2020,April,"Week 3",49953,2385,375,33
"Jammu and Kashmir",2020,April,"Week 4",91181,3423,882,42
"Jammu and Kashmir",2020,April,"Week 5",38196,1195,408,16
"Jammu and Kashmir",2020,August,"Week 1",4697585,157126,102056,2919
"Jammu and Kashmir",2020,August,"Week 2",5177026,181436,126791,3426
"Jammu and Kashmir",2020,August,"Week 3",5692126,206831,154328,3921
"Jammu and Kashmir",2020,August,"Week 4",6238184,236925,180315,4493
"Jammu and Kashmir",2020,August,"Week 5",2867126,111238,85545,2082
"Jammu and Kashmir",2020,December,"Week 1",21835205,785389,738102,12101
"Jammu and Kashmir",2020,December,"Week 2",23057452,806313,760031,12483
"Jammu and Kashmir",2020,December,"Week 3",24317839,823318,781602,12810
"Jammu and Kashmir",2020,December,"Week 4",25647753,837135,800218,13035
"Jammu and Kashmir",2020,December,"Week 5",11383774,362242,347469,5642
"Jammu and Kashmir",2020,July,"Week 1",2746822,57844,36020,879
"Jammu and Kashmir",2020,July,"Week 2",3112946,71319,41240,1192
"Jammu and Kashmir",2020,July,"Week 3",3497643,93584,51046,1656
"Jammu and Kashmir",2020,July,"Week 4",3994592,121416,67265,2122
"Jammu and Kashmir",2020,July,"Week 5",1880282,59647,35381,1090
"Jammu and Kashmir",2020,June,"Week 1",1377035,22196,7382,249
"Jammu and Kashmir",2020,June,"Week 2",1733200,32361,13065,363
"Jammu and Kashmir",2020,June,"Week 3",2022934,38949,21355,498
"Jammu and Kashmir",2020,June,"Week 4",2328420,46116,27579,628
"Jammu and Kashmir",2020,June,"Week 5",723588,14734,9307,196
"Jammu and Kashmir",2020,March,"Week 2",0,8,0,0
"Jammu and Kashmir",2020,March,"Week 3",0,24,0,0
"Jammu and Kashmir",2020,March,"Week 4",0,92,0,0
"Jammu and Kashmir",2020,March,"Week 5",0,142,3,4
"Jammu and Kashmir",2020,May,"Week 1",202633,5041,2068,57
"Jammu and Kashmir",2020,May,"Week 2",359946,6287,2948,69
"Jammu and Kashmir",2020,May,"Week 3",621916,8762,4248,106
"Jammu and Kashmir",2020,May,"Week 4",943200,12063,5658,162
"Jammu and Kashmir",2020,May,"Week 5",494355,6951,2710,84
"Jammu and Kashmir",2020,November,"Week 1",16740483,677289,625296,10553
"Jammu and Kashmir",2020,November,"Week 2",17884131,703160,653169,10902
"Jammu and Kashmir",2020,November,"Week 3",18956069,729439,678783,11267
"Jammu and Kashmir",2020,November,"Week 4",20207118,755156,706173,11608
"Jammu and Kashmir",2020,November,"Week 5",6010545,220078,206647,3379
"Jammu and Kashmir",2020,October,"Week 1",11931050,552061,439229,8685
"Jammu and Kashmir",2020,October,"Week 2",12871942,585067,502325,9257
"Jammu and Kashmir",2020,October,"Week 3",14012341,615026,545490,9662
"Jammu and Kashmir",2020,October,"Week 4",15203369,642223,579868,10054
"Jammu and Kashmir",2020,October,"Week 5",6850278,282879,258282,4415
"Jammu and Kashmir",2020,September,"Week 1",7235047,288388,218768,5302
"Jammu and Kashmir",2020,September,"Week 2",8252810,355144,243429,5983
"Jammu and Kashmir",2020,September,"Week 3",9415424,427199,276034,6775
"Jammu and Kashmir",2020,September,"Week 4",10586359,488470,346520,7696
"Jammu and Kashmir",2020,September,"Week 5",3223381,149165,112389,2345
"Jammu and Kashmir",2021,April,"Week 1",43462156,931106,889762,14054
"Jammu and Kashmir",2021,April,"Week 2",45475532,969764,903739,14218
"Jammu and Kashmir",2021,April,"Week 3",47317708,1029644,931625,14420
"Jammu and Kashmir",2021,April,"Week 4",49307493,1127901,974923,15072
"Jammu and Kashmir",2021,April,"Week 5",14490992,348634,289595,4536
"Jammu and Kashmir",2021,August,"Week 1",83655230,2254067,2214136,30687
"Jammu and Kashmir",2021,August,"Week 2",86537762,2260440,2220451,30749
"Jammu and Kashmir",2021,August,"Week 3",89004070,2266023,2227018,30796
"Jammu and Kashmir",2021,August,"Week 4",91377696,2271902,2233302,30828
"Jammu and Kashmir",2021,August,"Week 5",39976024,975820,958728,13222
"Jammu and Kashmir",2021,February,"Week 1",32363385,873066,854863,13590
"Jammu and Kashmir",2021,February,"Week 2",33439331,875945,858026,13628
"Jammu and Kashmir",2021,February,"Week 3",34599941,879414,861031,13669
"Jammu and Kashmir",2021,February,"Week 4",35834294,883348,864114,13688
"Jammu and Kashmir",2021,January,"Week 1",27569180,852285,819910,13246
"Jammu and Kashmir",2021,January,"Week 2",28786775,858525,832256,13376
"Jammu and Kashmir",2021,January,"Week 3",29932320,864042,842232,13454
"Jammu and Kashmir",2021,January,"Week 4",30956850,868588,847576,13508
"Jammu and Kashmir",2021,January,"Week 5",13571190,373328,365191,5805
"Jammu and Kashmir",2021,July,"Week 1",71384167,2218348,2160639,30369
"Jammu and Kashmir",2021,July,"Week 2",74312334,2230460,2179811,30495
"Jammu and Kashmir",2021,July,"Week 3",77158879,2238979,2195256,30558
"Jammu and Kashmir",2021,July,"Week 4",79631602,2244542,2204929,30621
"Jammu and Kashmir",2021,July,"Week 5",34981625,964013,947389,13133
"Jammu and Kashmir",2021,June,"Week 1",61233688,2080926,1848976,28135
"Jammu and Kashmir",2021,June,"Week 2",63554495,2139099,1987290,29077
"Jammu and Kashmir",2021,June,"Week 3",65808334,2173951,2074029,29634
"Jammu and Kashmir",2021,June,"Week 4",68070569,2197099,2124497,30027
"Jammu and Kashmir",2021,June,"Week 5",19867694,630960,612916,8639
"Jammu and Kashmir",2021,March,"Week 1",37160370,887387,867599,13716
"Jammu and Kashmir",2021,March,"Week 2",38405351,891567,871570,13784
"Jammu and Kashmir",2021,March,"Week 3",39640846,896804,875335,13845
"Jammu and Kashmir",2021,March,"Week 4",41020437,904839,879604,13888
"Jammu and Kashmir",2021,March,"Week 5",18048755,391775,378868,5973
"Jammu and Kashmir",2021,May,"Week 1",51986175,1347539,1070042,17263
"Jammu and Kashmir",2021,May,"Week 2",54123934,1574078,1201319,19933
"Jammu and Kashmir",2021,May,"Week 3",56036843,1764796,1385984,22996
"Jammu and Kashmir",2021,May,"Week 4",58215339,1931532,1591281,25584
"Jammu and Kashmir",2021,May,"Week 5",25593218,866089,742444,11618
"Jammu and Kashmir",2021,October,"Week 1",105331618,2309289,2270098,30971
"Jammu and Kashmir",2021,October,"Week 2",107765670,2314146,2275951,30982
"Jammu and Kashmir",2021,October,"Week 3",109984213,2317957,2281139,30992
"Jammu and Kashmir",2021,October,"Week 4",111853959,2322019,2285020,31011
"Jammu and Kashmir",2021,October,"Week 5",48490206,996456,980500,13296
"Jammu and Kashmir",2021,September,"Week 1",94902574,2280823,2240738,30867
"Jammu and Kashmir",2021,September,"Week 2",97189964,2287276,2247423,30887
"Jammu and Kashmir",2021,September,"Week 3",99788888,2294380,2253373,30914
"Jammu and Kashmir",2021,September,"Week 4",102288994,2301980,2260267,30945
"Jammu and Kashmir",2021,September,"Week 5",29656220,658750,647173,8844
Jharkhand,2020,April,"Week 1",0,18,0,0
Jharkhand,2020,April,"Week 2",8885,118,0,9
Jharkhand,2020,April,"Week 3",23358,255,8,14
Jharkhand,2020,April,"Week 4",49659,515,77,20
Jharkhand,2020,April,"Week 5",21255,217,38,6
Jharkhand,2020,August,"Week 1",2386324,99519,39099,918
Jharkhand,2020,August,"Week 2",2792027,137211,76514,1355
Jharkhand,2020,August,"Week 3",3460412,176730,112243,1854
Jharkhand,2020,August,"Week 4",4322060,226373,151840,2438
Jharkhand,2020,August,"Week 5",2399337,117203,78807,1225
Jharkhand,2020,December,"Week 1",30017401,769552,749568,6848
Jharkhand,2020,December,"Week 2",31139541,778247,759648,6961
Jharkhand,2020,December,"Week 3",32125927,788066,769415,7051
Jharkhand,2020,December,"Week 4",32963124,797587,779258,7117
Jharkhand,2020,December,"Week 5",14350436,344636,336651,3082
Jharkhand,2020,July,"Week 1",1078265,19225,14172,124
Jharkhand,2020,July,"Week 2",1235990,25531,15947,192
Jharkhand,2020,July,"Week 3",1489117,37350,18726,337
Jharkhand,2020,July,"Week 4",1778311,55966,24670,557
Jharkhand,2020,July,"Week 5",858638,31607,12580,308
Jharkhand,2020,June,"Week 1",544885,6027,2653,42
Jharkhand,2020,June,"Week 2",694956,10986,4706,55
Jharkhand,2020,June,"Week 3",807810,13530,8615,72
Jharkhand,2020,June,"Week 4",915194,15812,11333,82
Jharkhand,2020,June,"Week 5",282548,4916,3733,30
Jharkhand,2020,March,"Week 5",0,1,0,0
Jharkhand,2020,May,"Week 1",99124,842,208,21
Jharkhand,2020,May,"Week 2",154257,1180,528,21
Jharkhand,2020,May,"Week 3",247767,1720,842,21
Jharkhand,2020,May,"Week 4",355109,2746,1032,26
Jharkhand,2020,May,"Week 5",188254,1750,728,15
Jharkhand,2020,November,"Week 1",24524000,722333,682018,6242
Jharkhand,2020,November,"Week 2",25971625,736503,703270,6385
Jharkhand,2020,November,"Week 3",26915163,746988,721814,6538
Jharkhand,2020,November,"Week 4",27772126,756987,734907,6702
Jharkhand,2020,November,"Week 5",8313575,218135,212054,1927
Jharkhand,2020,October,"Week 1",16745082,610152,530112,5198
Jharkhand,2020,October,"Week 2",18500322,647356,584611,5541
Jharkhand,2020,October,"Week 3",20029531,675013,624037,5856
Jharkhand,2020,October,"Week 4",21748424,697468,650899,6079
Jharkhand,2020,October,"Week 5",9870901,304012,285570,2650
Jharkhand,2020,September,"Week 1",7314615,336694,228889,3170
Jharkhand,2020,September,"Week 2",9264145,413983,305233,3715
Jharkhand,2020,September,"Week 3",11472308,480076,379150,4200
Jharkhand,2020,September,"Week 4",13955331,543445,450285,4639
Jharkhand,2020,September,"Week 5",4463789,166191,141240,1413
Jharkhand,2021,April,"Week 1",41687664,893019,847388,7916
Jharkhand,2021,April,"Week 2",43021496,978113,872489,8523
Jharkhand,2021,April,"Week 3",44856245,1145191,938169,10216
Jharkhand,2021,April,"Week 4",46998090,1415425,1067671,14128
Jharkhand,2021,April,"Week 5",13805698,460861,342068,5200
Jharkhand,2021,August,"Week 1",83085306,2430958,2393433,35905
Jharkhand,2021,August,"Week 2",85668852,2432278,2394898,35912
Jharkhand,2021,August,"Week 3",88072898,2433629,2396164,35922
Jharkhand,2021,August,"Week 4",90789630,2434434,2397448,35924
Jharkhand,2021,August,"Week 5",39867382,1043564,1027756,15396
Jharkhand,2021,February,"Week 1",36778165,832197,821461,7534
Jharkhand,2021,February,"Week 2",37256307,834387,823645,7564
Jharkhand,2021,February,"Week 3",37805120,836365,825532,7590
Jharkhand,2021,February,"Week 4",38457948,838562,827673,7611
Jharkhand,2021,January,"Week 1",33981939,809954,791946,7254
Jharkhand,2021,January,"Week 2",34728134,818598,801423,7327
Jharkhand,2021,January,"Week 3",35415164,824529,808920,7375
Jharkhand,2021,January,"Week 4",36042684,828509,815448,7447
Jharkhand,2021,January,"Week 5",15625093,355945,350975,3213
Jharkhand,2021,July,"Week 1",71312734,2421456,2380804,35808
Jharkhand,2021,July,"Week 2",73755387,2424259,2385584,35835
Jharkhand,2021,July,"Week 3",76359512,2426798,2388641,35846
Jharkhand,2021,July,"Week 4",79202601,2428649,2390918,35867
Jharkhand,2021,July,"Week 5",34819990,1041415,1025262,15382
Jharkhand,2021,June,"Week 1",60972641,2381355,2299158,35226
Jharkhand,2021,June,"Week 2",63151171,2400870,2336268,35563
Jharkhand,2021,June,"Week 3",65109516,2409788,2360744,35671
Jharkhand,2021,June,"Week 4",68095089,2415907,2371819,35751
Jharkhand,2021,June,"Week 5",19919347,691135,679046,10226
Jharkhand,2021,March,"Week 1",39007261,840876,829886,7636
Jharkhand,2021,March,"Week 2",39555852,843315,832088,7651
Jharkhand,2021,March,"Week 3",40100355,846770,834615,7661
Jharkhand,2021,March,"Week 4",40692905,854384,837962,7715
Jharkhand,2021,March,"Week 5",17604380,370802,360418,3336
Jharkhand,2021,May,"Week 1",49560826,1802188,1362017,22491
Jharkhand,2021,May,"Week 2",52263743,2075471,1670530,28514
Jharkhand,2021,May,"Week 3",54900250,2242373,1987366,32178
Jharkhand,2021,May,"Week 4",57380748,2328540,2180007,34183
Jharkhand,2021,May,"Week 5",25315397,1010957,966272,14928
Jharkhand,2021,October,"Week 1",104801810,2437910,2401325,35945
Jharkhand,2021,October,"Week 2",106813348,2438576,2401814,35945
Jharkhand,2021,October,"Week 3",108313051,2439185,2402304,35945
Jharkhand,2021,October,"Week 4",108649093,2440542,2403285,35947
Jharkhand,2021,October,"Week 5",47855761,1046254,1030533,15414
Jharkhand,2021,September,"Week 1",95214577,2435612,2398743,35928
Jharkhand,2021,September,"Week 2",97683909,2436406,2399557,35931
Jharkhand,2021,September,"Week 3",99831879,2436803,2400316,35931
Jharkhand,2021,September,"Week 4",101962545,2437272,2400822,35933
Jharkhand,2021,September,"Week 5",29558312,696441,686010,10270
Karnataka,2020,April,"Week 1",24928,995,99,26
Karnataka,2020,April,"Week 2",61490,1539,316,47
Karnataka,2020,April,"Week 3",134047,2553,706,101
Karnataka,2020,April,"Week 4",275836,3384,1168,129
Karnataka,2020,April,"Week 5",115560,1100,445,43
Karnataka,2020,August,"Week 1",10478052,1024134,482337,18904
Karnataka,2020,August,"Week 2",12524603,1331956,749928,23835
Karnataka,2020,August,"Week 3",15009012,1692234,1093286,29319
Karnataka,2020,August,"Week 4",17696840,2054131,1434456,34757
Karnataka,2020,August,"Week 5",8534200,1005427,726824,16774
Karnataka,2020,December,"Week 1",80539016,6232062,5976404,82824
Karnataka,2020,December,"Week 2",85128599,6292523,6071335,83457
Karnataka,2020,December,"Week 3",89768202,6349099,6160457,83935
Karnataka,2020,December,"Week 4",94551427,6400203,6221869,84333
Karnataka,2020,December,"Week 5",41899715,2755611,2684567,36245
Karnataka,2020,July,"Week 1",4821281,151395,65932,2344
Karnataka,2020,July,"Week 2",5730895,254117,102319,4405
Karnataka,2020,July,"Week 3",6840547,415703,153046,8545
Karnataka,2020,July,"Week 4",8068654,638115,235673,12551
Karnataka,2020,July,"Week 5",3940409,355251,139383,6691
Karnataka,2020,June,"Week 1",2424106,31087,11623,377
Karnataka,2020,June,"Week 2",2925318,44307,21932,505
Karnataka,2020,June,"Week 3",3329621,56549,34596,789
Karnataka,2020,June,"Week 4",3880242,75916,46275,1204
Karnataka,2020,June,"Week 5",1225906,29537,15605,472
Karnataka,2020,March,"Week 2",0,26,0,2
Karnataka,2020,March,"Week 3",0,88,2,7
Karnataka,2020,March,"Week 4",0,346,21,12
Karnataka,2020,March,"Week 5",0,272,19,9
Karnataka,2020,May,"Week 1",554837,4526,2187,187
Karnataka,2020,May,"Week 2",786169,6128,2954,221
Karnataka,2020,May,"Week 3",1070486,9003,3685,268
Karnataka,2020,May,"Week 4",1531529,15207,4943,303
Karnataka,2020,May,"Week 5",838281,8924,3109,142
Karnataka,2020,November,"Week 1",58117772,5849838,5499517,78969
Karnataka,2020,November,"Week 2",63365012,5974667,5680496,80157
Karnataka,2020,November,"Week 3",68392901,6063205,5803648,81071
Karnataka,2020,November,"Week 4",73990292,6145335,5888717,81955
Karnataka,2020,November,"Week 5",22121933,1768796,1697433,23543
Karnataka,2020,October,"Week 1",36793932,4477713,3615021,65023
Karnataka,2020,October,"Week 2",41592796,4960112,4069886,69678
Karnataka,2020,October,"Week 3",46591777,5349676,4519678,73390
Karnataka,2020,October,"Week 4",51453460,5612022,4970413,76353
Karnataka,2020,October,"Week 5",23411211,2460619,2248167,33399
Karnataka,2020,September,"Week 1",22369101,2654621,1934711,43236
Karnataka,2020,September,"Week 2",25591844,3081963,2340796,49302
Karnataka,2020,September,"Week 3",28778027,3515352,2763811,54544
Karnataka,2020,September,"Week 4",31676571,3904513,3153030,58968
Karnataka,2020,September,"Week 5",9707280,1194678,961646,17641
Karnataka,2021,April,"Week 1",153123897,7113802,6747540,88495
Karnataka,2021,April,"Week 2",158806480,7461973,6889088,90313
Karnataka,2021,April,"Week 3",165115183,8134918,7106948,93828
Karnataka,2021,April,"Week 4",172984950,9376096,7455807,101139
Karnataka,2021,April,"Week 5",51004189,2997988,2234934,30829
Karnataka,2021,August,"Week 1",274670282,20382724,19956043,256748
Karnataka,2021,August,"Week 2",281996839,20461326,20042101,258141
Karnataka,2021,August,"Week 3",289453934,20533140,20123125,259402
Karnataka,2021,August,"Week 4",297250794,20595879,20198187,260430
Karnataka,2021,August,"Week 5",130015081,8844928,8677425,111889
Karnataka,2021,February,"Week 1",121074595,6587660,6460432,85594
Karnataka,2021,February,"Week 2",124323274,6608305,6481187,85762
Karnataka,2021,February,"Week 3",127138094,6628159,6501037,85971
Karnataka,2021,February,"Week 4",130017576,6648322,6521266,86204
Karnataka,2021,January,"Week 1",101830652,6458365,6302522,84785
Karnataka,2021,January,"Week 2",107678559,6496567,6347024,85012
Karnataka,2021,January,"Week 3",112369207,6527256,6384696,85214
Karnataka,2021,January,"Week 4",116336201,6554802,6421453,85400
Karnataka,2021,January,"Week 5",50877400,2816653,2761889,36641
Karnataka,2021,July,"Week 1",244137028,19981156,19399643,247592
Karnataka,2021,July,"Week 2",251322439,20096512,19592267,250837
Karnataka,2021,July,"Week 3",258065185,20185401,19729578,253079
Karnataka,2021,July,"Week 4",264786464,20262828,19843768,254640
Karnataka,2021,July,"Week 5",115526233,8709508,8529331,109578
Karnataka,2021,June,"Week 1",212076080,18663135,16527320,215757
Karnataka,2021,June,"Week 2",219389853,19226793,17598671,228253
Karnataka,2021,June,"Week 3",226853749,19567533,18353788,235151
Karnataka,2021,June,"Week 4",234549449,19787554,18789125,241648
Karnataka,2021,June,"Week 5",68368342,5684238,5451721,69969
Karnataka,2021,March,"Week 1",133516802,6672559,6542192,86450
Karnataka,2021,March,"Week 2",137011758,6703904,6563453,86663
Karnataka,2021,March,"Week 3",140753797,6757637,6592336,86913
Karnataka,2021,March,"Week 4",145495729,6851723,6635488,87305
Karnataka,2021,March,"Week 5",63909625,2979587,2864264,37628
Karnataka,2021,May,"Week 1",183688735,11873269,8480031,116493
Karnataka,2021,May,"Week 2",190853368,14079648,9885408,138451
Karnataka,2021,May,"Week 3",196666877,15899753,11747427,159789
Karnataka,2021,May,"Week 4",202629259,17317620,14127677,184290
Karnataka,2021,May,"Week 5",88827413,7759707,6667771,86067
Karnataka,2021,October,"Week 1",336833685,20847901,20498387,264829
Karnataka,2021,October,"Week 2",342081203,20869438,20533196,265265
Karnataka,2021,October,"Week 3",346576770,20886489,20555642,265689
Karnataka,2021,October,"Week 4",351620048,20903788,20576853,266136
Karnataka,2021,October,"Week 5",152296563,8964068,8823789,114214
Karnataka,2021,September,"Week 1",308942119,20677848,20290650,261757
Karnataka,2021,September,"Week 2",316144150,20725427,20346406,262429
Karnataka,2021,September,"Week 3",322838938,20768321,20397732,263130
